,MSE,SSIM,RECON,DOD_LOSS
0,0.04158416938255815,0.48122959189555226,0.2614068812964594,232.09030362933547
1,0.02303512138314545,0.3488804281634443,0.18595777506775715,1338.2640911980586
2,0.021231537945020723,0.3285352258997805,0.17488338250447721,6963.571971378673
3,0.019689459874130347,0.31052495714496164,0.16510720868759296,88847.27301927458
4,0.019086040186640972,0.30167446504620943,0.16038025236305067,88102.75202141659
5,0.01839610663078287,0.29320459199302334,0.1558003493529909,653753.0214019403
6,0.018088565344977027,0.28844306530321345,0.1532658152282238,80706.52660596107
7,0.01783047809594256,0.2862423014114885,0.1520363892264226,1200842.2483514969
8,0.017326582346440238,0.27943040211411085,0.14837849260691335,1328602.8192517653
9,0.017052905907964006,0.2761959451086381,0.14662442619309707,207071.72023890694
10,0.017008206382503405,0.2748241621781798,0.14591618495828965,1019767.070240003
11,0.016710108974674606,0.2714389501249089,0.14407452962854328,4614604.139055578
12,0.016792890074772433,0.27196046929149065,0.14437667970709941,535168.5112612257
13,0.016349916579201818,0.2668795134214794,0.14161471551393762,2085797.537536046
14,0.01630791905336082,0.2658555792535053,0.14108174984507701,2433334.818081428
15,0.016123411868808463,0.26346469013129964,0.13979405109934948,124232405.60291448
16,0.016024997807107866,0.2618434880586231,0.13893424314172828,5312468.5558493
17,0.015941693550249672,0.26067406727987175,0.1383078797336887,12800706.2623768
18,0.01573903324520763,0.25820064719985514,0.13696983938708024,3644330.914041575
19,0.015708289074930635,0.25742951999692354,0.13656890403260202,2612684.47608019
20,0.015709911966148543,0.25772834130946326,0.1367191277882632,5943668.0522310315
21,0.01551470295389128,0.25516926716355715,0.13534198526073904,102016207.31156164
22,0.015417752979213701,0.2538006985012223,0.13460922602783232,31895375.265644915
23,0.015309007797280656,0.2520193150814842,0.13366416206254678,15867577.074587092
24,0.015334983732934822,0.2519950765897246,0.13366503065780683,25886226.50362447
25,0.015220658319509205,0.2506276316502515,0.13292414459454663,163736771.33247703
26,0.015133361359510352,0.24918267393813415,0.1321580176077345,100861475.9490421
27,0.015122802661019652,0.24931674494462855,0.13221977278590202,37793715.768684946
28,0.015184706104371478,0.2500256729476592,0.13260518967667045,15893131.343680438
29,0.01491933542659835,0.24692965342718012,0.13092449532054803,318738798.6591274
30,0.015002471908433911,0.2476145270116189,0.13130850010715864,5250608252.652571
31,0.014949687626486755,0.24707958496668758,0.13101463627946727,24651559.352471072
32,0.014813049169092932,0.24536385474836125,0.13008845214019804,175958499.95386493
33,0.014729039202553822,0.244127618477625,0.12942832943928592,165566730.6949658
34,0.014677790425005643,0.2427668264683555,0.1287223084227127,189703419.21592388
35,0.014698608935920192,0.24277020771713817,0.12873440805603475,125051996.89363782
36,0.014693546554018907,0.2429454339777722,0.12881949045421445,233648898.56785494
37,0.014538672889637597,0.2407401979846113,0.12763943512211828,381077471.81100893
38,0.014599733342252234,0.24168561530463836,0.12814267472747495,1233985446.9183605
