,MSE,SSIM,RECON,DOD_LOSS
0,0.06019951857845573,0.5670766120447832,0.4403573360074969,0.21613355616436286
1,0.030038722078589833,0.3908838984720847,0.30067260388065786,0.054506163825007045
2,0.02603170637260465,0.35267938366707635,0.2710174627821235,0.038327282856163734
3,0.024085642906891948,0.3326089062234935,0.2554780902231441,0.03254637328962631
4,0.023094208650838804,0.322459113510216,0.2476178872234681,0.031220020479796565
5,0.02221946170389214,0.3130164155188729,0.24031717691789656,0.028190252562875256
6,0.021557117319282365,0.30631523710839886,0.2351257071337279,0.027135402909206116
7,0.021030624328619418,0.30095016693367677,0.23097028123105273,0.0262838574948118
8,0.020506369566325757,0.2949746619252598,0.22635758887319005,0.024248060249887845
9,0.020136372350594577,0.29170750870424156,0.2238147241227767,0.023770051652236897
10,0.019891185192939115,0.28859496204292073,0.22141901830978253,0.023730750072418767
11,0.0195606282008264,0.28529978105250525,0.21886499335660653,0.022797798176350838
12,0.019201986683423027,0.2809750626192373,0.2155317936969154,0.02205484372782795
13,0.019302758525180465,0.28204311518108144,0.21635802627048073,0.02396229634006672
14,0.018919794560026598,0.2782990516108625,0.21345423665993354,0.023010188549318734
15,0.018868371529285523,0.27775515922728705,0.21303346172413407,0.023741466499974623
16,0.01846052044728661,0.27310511557494893,0.20944396669373794,0.021684304591925704
17,0.01825355357654831,0.2707119649823974,0.20759736209669533,0.020452701199032804
18,0.018207103342694396,0.2699310459634837,0.20700005978784142,0.021415277493788916
19,0.018036732504911283,0.26851482952342315,0.20589530566597686,0.021394762525554088
20,0.017929242649937376,0.26666981025653724,0.20448466894381187,0.02083227612242541
21,0.017778874073615846,0.2654150224783841,0.203505985219689,0.020572541980072856
22,0.01774241787600605,0.26503599303610187,0.20321259899612734,0.02107383484733017
23,0.017640815253424293,0.264129683813628,0.20250746585866986,0.021567045930115616
24,0.017467869500465253,0.2618507195044966,0.20075500778415623,0.02024783196804278
25,0.01725105631767827,0.2592630197896677,0.1987600285998162,0.020015680669423414
26,0.01727301428806694,0.2594182180131183,0.1988819174687652,0.020100584335844305
27,0.01715970948776778,0.25800393784747405,0.1977928807849393,0.01987908228629214
28,0.017092321656973046,0.2570371860090424,0.19705096939030817,0.019711940248003778
29,0.01704126293770969,0.256363657905775,0.19653305893435197,0.019996110829250777
30,0.016873823656864902,0.25434577684192095,0.19497778803548393,0.019040199065142694
31,0.01686046487542198,0.2539481647750911,0.1946762402487152,0.019477793768815258
32,0.01679786141989205,0.2535201131420977,0.19433955026461797,0.019366699188728544
33,0.016782975926830927,0.25280621253392277,0.19380040401045015,0.01897988434168784
34,0.016661280951024416,0.25192220465225335,0.19310697387246525,0.01900947836282499
35,0.0165741798495326,0.25061961526379867,0.19210825630408876,0.019542576293187106
36,0.016500842298709732,0.24992666437345393,0.1915702083531548,0.019082505201153895
37,0.016522491432945517,0.24986006670138416,0.1915256725076367,0.01875896335524671
38,0.016560747712741002,0.2500552228268455,0.19168160395587192,0.019390905947040987
39,0.016342610634370324,0.2475400010452551,0.18974065408110619,0.01841769420870525
40,0.016290297252399957,0.24714703288148432,0.18943284923101172,0.01909860545385848
41,0.016276349190293866,0.24656029133235707,0.18898930586874485,0.018199914970489985
42,0.016241070670623553,0.24629001187927582,0.18877777676371968,0.018755288835724488
43,0.016173880917074925,0.24515783260850346,0.18791184486711726,0.01921289788066026
44,0.01610035793718827,0.24417877591708126,0.18715917099924648,0.01807701158994699
