,MSE,SSIM,RECON,DOD_LOSS
0,0.05023417346562971,0.47249453953083825,0.47249453953083825,0.4076145039871335
1,0.028282890520880326,0.33635033184991164,0.33635033184991164,8.741297099301043
2,0.02555588780737975,0.313032588976271,0.313032588976271,44.50488474318648
3,0.02413391209590961,0.30071557532338533,0.30071557532338533,456.4963906056741
4,0.023189873516778734,0.29211458914420185,0.29211458914420185,1866.8332668546698
5,0.02251578835934839,0.28580935211742625,0.28580935211742625,6577.365097319379
6,0.022003017324844703,0.27993836998939514,0.27993836998939514,34810.54108619339
7,0.021591656293500874,0.27584325259222703,0.27584325259222703,81341.55762999636
8,0.021196100326693234,0.2722245559972875,0.2722245559972875,613823.2432351743
9,0.020910731352427426,0.2690860821920283,0.2690860821920283,378685.061725627
10,0.02058563778615173,0.26617323388071623,0.26617323388071623,19242568.912462372
11,0.020418502705390838,0.26397236261297674,0.26397236261297674,248502114.1168047
12,0.020195047836750746,0.2620134585920502,0.2620134585920502,13988231546.257135
13,0.019961402053013444,0.26003334101508646,0.26003334101508646,1748405489.029526
14,0.019758342751575744,0.2581046188578886,0.2581046188578886,867037662.4266819
15,0.019587049616829437,0.25631894478026557,0.25631894478026557,43026646317.63149
16,0.019370600307250723,0.25407401559983983,0.25407401559983983,3654444785419.5884
17,0.019271395415725076,0.2532419005737585,0.2532419005737585,34252780364.536858
18,0.01912535518846091,0.251344480935265,0.251344480935265,4200541248168.272
19,0.0190102680832805,0.24975696293746724,0.24975696293746724,256374244641.85617
20,0.01887465303982882,0.24862177187905593,0.24862177187905593,47580554260727.445
21,0.01881957447211094,0.24803736542954163,0.24803736542954163,28801765576667.34
22,0.018729700624723646,0.24690280021990046,0.24690280021990046,330445017307658.1
23,0.018598138751900372,0.24524689290453405,0.24524689290453405,53987819565885.516
24,0.01848981300752391,0.24417055705014398,0.24417055705014398,15851375665237.5
25,0.018482378560720998,0.24365804738858166,0.24365804738858166,141538399409657.4
26,0.018358050516861325,0.24234918855568943,0.24234918855568943,3204873404134417.0
27,0.018311011796707615,0.24185340281795054,0.24185340281795054,307423823594767.94
28,0.018262368695372167,0.24104266087798512,0.24104266087798512,3.856180003934465e+16
29,0.01814130608759382,0.23971522950074253,0.23971522950074253,1.974908731986785e+16
30,0.01808673398130957,0.23862959488349803,0.23862959488349803,1191487398697330.0
31,0.01805121177697883,0.23793649585808024,0.23793649585808024,7.833280683927067e+17
32,0.01803260634872405,0.2379512138226453,0.2379512138226453,956123116908036.6
33,0.017962296959012747,0.23724979425177856,0.23724979425177856,5708840843987311.0
34,0.01788921971969745,0.23605882902355754,0.23605882902355754,2.565891127407965e+16
35,0.01783141399295453,0.2353384586818078,0.2353384586818078,1.2386411432126006e+17
36,0.017821390674832988,0.23540672133950627,0.23540672133950627,1962161888070649.0
37,0.017705438083366436,0.2339293566696784,0.2339293566696784,1.501027294815432e+18
38,0.017659558435244596,0.2333394468707197,0.2333394468707197,5.191996005948956e+18
39,0.017627272439901445,0.23310887068510056,0.23310887068510056,2.763809572315283e+17
40,0.017526840078918374,0.2315306619686239,0.2315306619686239,4.668816276622313e+17
41,0.017500820295775637,0.2312255545574076,0.2312255545574076,1.360903510505587e+17
42,0.017475786701063898,0.23098904420347774,0.23098904420347774,4.203787592147056e+16
